,title_start,title_end,distance,soc_start,soc_end,startingjob_count,startingjob_trend,targetjob_count,targetjob_trend
292,corporate recruiter,recruiting manager,0.9938954714747532,1889,1969,1.0,-0.6666666666666666,0.0,0.0
293,recruiting manager,recruiting manager,1.0,1969,1969,0.0,0.0,0.0,0.0
294,specialist,recruiting manager,0.9845697640637148,6,1969,7.0,-0.125,0.0,0.0
295,recruiter,recruiting manager,0.9903615433212993,45,1969,11.0,-0.7441860465116279,0.0,0.0
296,recruiter,recruiting manager,0.9903615433212993,45,1969,11.0,-0.7441860465116279,0.0,0.0
297,recruiter,recruiting manager,0.9903615433212993,45,1969,11.0,-0.7441860465116279,0.0,0.0
298,project coordinator,recruiting manager,0.9831652004840861,275,1969,113.0,-0.5,0.0,0.0
299,support specialist,recruiting manager,0.9862778066425757,712,1969,4.0,-0.2,0.0,0.0
300,senior account manager,recruiting manager,0.9821032805883312,821,1969,1.0,-0.9230769230769231,0.0,0.0
301,center director,recruiting manager,0.9879576416166802,1371,1969,0.0,,0.0,0.0
302,regional manager,recruiting manager,0.9880025847802218,213,1969,9.0,-0.55,0.0,0.0
303,chief operating officer,recruiting manager,0.9885511062354388,2194,1969,3.0,-0.5714285714285714,0.0,0.0
304,environmental planner,recruiting manager,0.9841828844423348,2928,1969,7.0,-0.36363636363636365,0.0,0.0
305,prevention coordinator,recruiting manager,0.9841828844423348,2929,1969,0.0,,0.0,0.0
306,career services director,recruiting manager,0.9829740993756151,530,1969,0.0,,0.0,0.0
307,case reviewer,recruiting manager,0.977186825121622,965,1969,0.0,,0.0,0.0
308,distribution center supervisor,recruiting manager,0.9806679814560337,1200,1969,0.0,,0.0,0.0
309,technical account manager,recruiting manager,0.9824445995934381,2623,1969,15.0,0.25,0.0,0.0
310,leader,business development manager,0.9802438912339269,271,385,3.0,0.5,87.0,-0.3602941176470588
311,business development manager,business development manager,1.0,385,385,87.0,-0.3602941176470588,87.0,-0.3602941176470588
312,customer account technician,business development manager,0.9567596693553121,2842,385,0.0,,87.0,-0.3602941176470588
313,sampler,business development manager,0.9822200982568752,1785,385,0.0,,87.0,-0.3602941176470588
314,field representative,business development manager,0.9709968688869365,2076,385,1.0,,87.0,-0.3602941176470588
315,training representative,business development manager,0.9718028236171201,2077,385,0.0,,87.0,-0.3602941176470588
316,service manager,territory manager,0.9837118418858191,329,81,25.0,-0.4318181818181818,15.0,-0.4230769230769231
317,district manager,territory manager,0.9783243300344375,370,81,9.0,-0.3076923076923077,15.0,-0.4230769230769231
318,scheduler,territory manager,0.9838898513887194,869,81,14.0,-0.46153846153846156,15.0,-0.4230769230769231
319,product specialist,territory manager,0.9871466666990125,1014,81,17.0,-0.15,15.0,-0.4230769230769231
320,sales,territory manager,0.9865936479341415,82,81,8.0,-0.8,15.0,-0.4230769230769231
321,inside sales,territory manager,0.9877182585497024,20,81,11.0,-0.5217391304347826,15.0,-0.4230769230769231
322,real estate associate,territory manager,0.9726689487942459,1598,81,0.0,0.0,15.0,-0.4230769230769231
323,inventory analyst,territory manager,0.9793029418428745,17,81,8.0,-0.38461538461538464,15.0,-0.4230769230769231
324,territory sales manager,territory manager,0.9911867776821506,35,81,17.0,-0.5952380952380952,15.0,-0.4230769230769231
325,territory manager,territory manager,1.0,81,81,15.0,-0.4230769230769231,15.0,-0.4230769230769231
326,sales coordinator,territory manager,0.9907651389429466,96,81,21.0,-0.7236842105263158,15.0,-0.4230769230769231
327,key account manager,territory manager,0.9798328685465583,1290,81,14.0,-0.4166666666666667,15.0,-0.4230769230769231
328,equipment manager,territory manager,0.9665744260715516,1614,81,1.0,-0.6666666666666666,15.0,-0.4230769230769231
329,regional sales manager,territory manager,0.9883683903068718,280,81,13.0,-0.4090909090909091,15.0,-0.4230769230769231
330,district sales manager,territory manager,0.9844092454407904,941,81,4.0,-0.5,15.0,-0.4230769230769231
331,agronomy manager,territory manager,0.9369255904154619,1058,81,0.0,,15.0,-0.4230769230769231
332,sales rep,territory manager,0.9774910375662675,432,81,9.0,0.2857142857142857,15.0,-0.4230769230769231
333,field representative,territory manager,0.9743242535559312,2076,81,1.0,,15.0,-0.4230769230769231
334,service manager,inside sales,0.9775801935298213,329,20,25.0,-0.4318181818181818,11.0,-0.5217391304347826
335,scheduler,inside sales,0.9835823308232546,869,20,14.0,-0.46153846153846156,11.0,-0.5217391304347826
336,product specialist,inside sales,0.9805857497904243,1014,20,17.0,-0.15,11.0,-0.5217391304347826
337,sales,inside sales,0.9911749690460605,82,20,8.0,-0.8,11.0,-0.5217391304347826
338,commercial specialist,inside sales,0.9663049010380659,2151,20,0.0,,11.0,-0.5217391304347826
339,inside sales,inside sales,1.0,20,20,11.0,-0.5217391304347826,11.0,-0.5217391304347826
340,real estate associate,inside sales,0.9830878427151175,1598,20,0.0,0.0,11.0,-0.5217391304347826
341,territory manager,inside sales,0.9877182585497024,81,20,15.0,-0.4230769230769231,11.0,-0.5217391304347826
342,sales coordinator,inside sales,0.9910531195785874,96,20,21.0,-0.7236842105263158,11.0,-0.5217391304347826
343,farm agent,inside sales,0.9737559330952889,380,20,0.0,,11.0,-0.5217391304347826
344,telemarketers,inside sales,0.9618143315972596,381,20,0.0,,11.0,-0.5217391304347826
345,financial services agent,inside sales,0.9724613285636852,1708,20,1.0,0.0,11.0,-0.5217391304347826
346,service manager,sales,0.9886272977472479,329,82,25.0,-0.4318181818181818,8.0,-0.8
347,district manager,sales,0.9753045498503123,370,82,9.0,-0.3076923076923077,8.0,-0.8
348,hr specialist,sales,0.9716894068845117,796,82,1.0,-0.6666666666666666,8.0,-0.8
349,product specialist,sales,0.9916072066887881,1014,82,17.0,-0.15,8.0,-0.8
350,field manager,sales,0.9756981604287425,1266,82,2.0,1.0,8.0,-0.8
351,operations supervisor,sales,0.9742744720789032,127,82,49.0,-0.45555555555555555,8.0,-0.8
352,team leader,sales,0.9672639000834512,43,82,28.0,-0.391304347826087,8.0,-0.8
353,sales,sales,1.0,82,82,8.0,-0.8,8.0,-0.8
354,commercial specialist,sales,0.9730975615914592,2151,82,0.0,,8.0,-0.8
355,inside sales,sales,0.9911749690460605,20,82,11.0,-0.5217391304347826,8.0,-0.8
356,customer service representatives,sales,0.9846895482141111,251,82,7.0,-0.3,8.0,-0.8
357,department supervisor,sales,0.9524637227691688,974,82,23.0,0.15,8.0,-0.8
358,territory manager,sales,0.9865936479341415,81,82,15.0,-0.4230769230769231,8.0,-0.8
359,sales support associate,sales,0.9721596029514207,1106,82,1.0,-0.75,8.0,-0.8
360,sales rep,sales,0.984211129880656,432,82,9.0,0.2857142857142857,8.0,-0.8
361,retail merchandiser,sales,0.9789162076551423,160,82,119.0,-0.05555555555555555,8.0,-0.8
362,automotive consultant,sales,0.9701093829400901,1190,82,0.0,,8.0,-0.8
363,qa manager,sales,0.9586237040413197,1341,82,5.0,-0.5,8.0,-0.8
364,operations technician,sales,0.9551136644455573,1435,82,2.0,-0.6,8.0,-0.8
365,customer service rep,sales,0.9776190546763198,1670,82,11.0,-0.5217391304347826,8.0,-0.8
366,service manager,product specialist,0.9873562582294015,329,1014,25.0,-0.4318181818181818,17.0,-0.15
367,product specialist,product specialist,1.0,1014,1014,17.0,-0.15,17.0,-0.15
368,field manager,product specialist,0.9786351250356278,1266,1014,2.0,1.0,17.0,-0.15
369,team leader,product specialist,0.9685153588893657,43,1014,28.0,-0.391304347826087,17.0,-0.15
370,sales,product specialist,0.9916072066887881,82,1014,8.0,-0.8,17.0,-0.15
371,commercial specialist,product specialist,0.9692663608635566,2151,1014,0.0,,17.0,-0.15
372,department manager,product specialist,0.9712670660659345,1841,1014,15.0,-0.6341463414634146,17.0,-0.15
373,director of engineering,product specialist,0.9569893963105955,2367,1014,1.0,-0.9411764705882353,17.0,-0.15
374,territory manager,product specialist,0.9871466666990125,81,1014,15.0,-0.4230769230769231,17.0,-0.15
375,key account manager,product specialist,0.9771292679976049,1290,1014,14.0,-0.4166666666666667,17.0,-0.15
376,field representative,product specialist,0.9717497332223421,2076,1014,1.0,,17.0,-0.15
377,qa manager,product specialist,0.9587542068175179,1341,1014,5.0,-0.5,17.0,-0.15
378,production assistant,product specialist,0.9660634945889579,1415,1014,24.0,0.2631578947368421,17.0,-0.15
379,service manager,hr specialist,0.9797987731137168,329,796,25.0,-0.4318181818181818,1.0,-0.6666666666666666
380,hr specialist,hr specialist,1.0,796,796,1.0,-0.6666666666666666,1.0,-0.6666666666666666
381,commercial specialist,hr specialist,0.9709815934696568,2151,796,0.0,,1.0,-0.6666666666666666
382,quality auditor,hr specialist,0.9681574196064214,2154,796,4.0,0.3333333333333333,1.0,-0.6666666666666666
383,logistics coordinator,hr specialist,0.9731857390289582,523,796,52.0,-0.3157894736842105,1.0,-0.6666666666666666
384,qa manager,hr specialist,0.9574419128863236,1341,796,5.0,-0.5,1.0,-0.6666666666666666
385,operations technician,hr specialist,0.9554002196411897,1435,796,2.0,-0.6,1.0,-0.6666666666666666
386,logistics specialist,hr specialist,0.9752172958912959,1345,796,6.0,5.0,1.0,-0.6666666666666666
387,district manager,general manager,0.977163442550128,370,350,9.0,-0.3076923076923077,97.0,-0.21138211382113822
388,area director,general manager,0.9765665131464603,411,350,0.0,0.0,97.0,-0.21138211382113822
389,general manager,general manager,1.0,350,350,97.0,-0.21138211382113822,97.0,-0.21138211382113822
390,guns,general manager,0.9726866384821141,2724,350,0.0,,97.0,-0.21138211382113822
391,planning manager,general manager,0.9839511552467018,471,350,0.0,0.0,97.0,-0.21138211382113822
392,supervisor,general manager,0.9743892498084666,1,350,43.0,-0.635593220338983,97.0,-0.21138211382113822
393,regional director,general manager,0.9759207809317176,374,350,1.0,,97.0,-0.21138211382113822
394,community coordinator,general manager,0.9714647364587525,522,350,3.0,-0.4,97.0,-0.21138211382113822
395,event attendant,general manager,0.9454823096485467,2007,350,0.0,,97.0,-0.21138211382113822
396,assistant manager,general manager,0.9939706712267803,10,350,147.0,-0.5847457627118644,97.0,-0.21138211382113822
397,operations assistant,general manager,0.9834910166453851,11,350,8.0,-0.6,97.0,-0.21138211382113822
398,floor supervisor,general manager,0.9826980088645836,643,350,2.0,-0.8461538461538461,97.0,-0.21138211382113822
399,event coordinator,general manager,0.9799947594634766,377,350,12.0,-0.75,97.0,-0.21138211382113822
400,news assistant,general manager,0.9486461849185233,1086,350,0.0,,97.0,-0.21138211382113822
401,banquet manager,general manager,0.9735743331698234,2778,350,4.0,-0.42857142857142855,97.0,-0.21138211382113822
402,district manager,tracker,0.9829477265947311,370,1489,9.0,-0.3076923076923077,0.0,
403,assistant property manager,tracker,0.9790205684024729,647,1489,9.0,-0.3076923076923077,0.0,
404,site manager,tracker,0.9603728118993962,1063,1489,9.0,-0.35714285714285715,0.0,
405,tracker,tracker,1.0,1489,1489,0.0,,0.0,
406,property manager,tracker,0.9771009200343592,1273,1489,35.0,-0.3,0.0,
407,field assistant,tracker,0.9688199935427244,310,1489,2.0,,0.0,
408,shift superintendent,tracker,0.970943721601508,1599,1489,0.0,0.0,0.0,
409,production superintendent,tracker,0.970943721601508,1600,1489,2.0,0.0,0.0,
410,outbound supervisor,tracker,0.9652403636265902,7,1489,0.0,,0.0,
411,customer service assistant,tracker,0.9780891221806496,2448,1489,25.0,-0.5689655172413793,0.0,
412,logistics coordinator,tracker,0.9764084022740332,523,1489,52.0,-0.3157894736842105,0.0,
413,dispatch,tracker,0.9712103600416695,646,1489,4.0,,0.0,
414,supply manager,tracker,0.9683832527263887,1151,1489,0.0,0.0,0.0,
415,district manager,territory sales manager,0.9797281688142528,370,35,9.0,-0.3076923076923077,17.0,-0.5952380952380952
416,customer service supervisor,territory sales manager,0.9849257550793873,235,35,2.0,-0.8333333333333334,17.0,-0.5952380952380952
417,real estate associate,territory sales manager,0.9752299669344635,1598,35,0.0,0.0,17.0,-0.5952380952380952
418,account manager,territory sales manager,0.9893209116299873,29,35,105.0,-0.5849802371541502,17.0,-0.5952380952380952
419,supply manager,territory sales manager,0.9682892519436996,1151,35,0.0,0.0,17.0,-0.5952380952380952
420,territory sales manager,territory sales manager,1.0,35,35,17.0,-0.5952380952380952,17.0,-0.5952380952380952
421,territory manager,territory sales manager,0.9911867776821506,81,35,15.0,-0.4230769230769231,17.0,-0.5952380952380952
422,vice president of operations,territory sales manager,0.9845179121445271,710,35,1.0,,17.0,-0.5952380952380952
423,equipment manager,territory sales manager,0.9715968152219299,1614,35,1.0,-0.6666666666666666,17.0,-0.5952380952380952
424,regional sales manager,territory sales manager,0.9870829956610698,280,35,13.0,-0.4090909090909091,17.0,-0.5952380952380952
425,procurement analyst,territory sales manager,0.98685359939428,641,35,2.0,-0.6,17.0,-0.5952380952380952
426,district sales manager,territory sales manager,0.995807643998265,941,35,4.0,-0.5,17.0,-0.5952380952380952
427,district manager,district sales manager,0.9751824945097873,370,941,9.0,-0.3076923076923077,4.0,-0.5
428,real estate associate,district sales manager,0.9737103656773219,1598,941,0.0,0.0,4.0,-0.5
429,supply manager,district sales manager,0.9719833346979623,1151,941,0.0,0.0,4.0,-0.5
430,territory sales manager,district sales manager,0.995807643998265,35,941,17.0,-0.5952380952380952,4.0,-0.5
431,buyer,district sales manager,0.9881208974034434,105,941,37.0,-0.3148148148148148,4.0,-0.5
432,equipment manager,district sales manager,0.9768251061302187,1614,941,1.0,-0.6666666666666666,4.0,-0.5
433,regional sales manager,district sales manager,0.9875022902450794,280,941,13.0,-0.4090909090909091,4.0,-0.5
434,procurement analyst,district sales manager,0.9882366800525719,641,941,2.0,-0.6,4.0,-0.5
435,pricing specialist,district sales manager,0.9785414507715874,691,941,2.0,,4.0,-0.5
436,district sales manager,district sales manager,1.0,941,941,4.0,-0.5,4.0,-0.5
437,commodity trader,district sales manager,0.9844990862779006,2352,941,3.0,,4.0,-0.5
438,area director,account manager,0.9709549184638544,411,29,0.0,0.0,105.0,-0.5849802371541502
439,scheduler,account manager,0.9837279699412284,869,29,14.0,-0.46153846153846156,105.0,-0.5849802371541502
440,guns,account manager,0.9634240311092982,2724,29,0.0,,105.0,-0.5849802371541502
441,customer service supervisor,account manager,0.9902590797937033,235,29,2.0,-0.8333333333333334,105.0,-0.5849802371541502
442,operations coordinator,account manager,0.9862803769235065,325,29,12.0,-0.6842105263157895,105.0,-0.5849802371541502
443,customer service manager,account manager,0.9908331074388008,415,29,19.0,-0.7865168539325843,105.0,-0.5849802371541502
444,business development manager,account manager,0.9833280114499974,385,29,87.0,-0.3602941176470588,105.0,-0.5849802371541502
445,account manager,account manager,1.0,29,29,105.0,-0.5849802371541502,105.0,-0.5849802371541502
446,branch manager,account manager,0.9868380707032126,37,29,48.0,-0.5675675675675675,105.0,-0.5849802371541502
447,recruiting coordinator,account manager,0.9873367626781717,903,29,0.0,0.0,105.0,-0.5849802371541502
448,access coordinator,account manager,0.9907991046280025,915,29,0.0,0.0,105.0,-0.5849802371541502
449,planning manager,account manager,0.9844705773938014,471,29,0.0,0.0,105.0,-0.5849802371541502
450,consultant,account manager,0.9891936457224468,13,29,6.0,-0.7142857142857143,105.0,-0.5849802371541502
451,director of technology,account manager,0.9859446627592005,1496,29,0.0,,105.0,-0.5849802371541502
452,account specialist,account manager,0.988960307145166,335,29,0.0,0.0,105.0,-0.5849802371541502
