,title_start,title_end,distance,soc_start,soc_end,startingjob_count,startingjob_trend,targetjob_count,targetjob_trend
5792,process analyst,technology manager,0.9818417791619339,2150,1291,0.0,0.0,2.0,
5793,quality systems manager,technology manager,0.9844830688058299,2341,1291,0.0,0.0,2.0,
5794,it architect,technology manager,0.9821898070525541,2399,1291,0.0,0.0,2.0,
5795,business process analyst,technology director,0.9869432776983019,722,1593,5.0,0.0,0.0,0.0
5796,compliance consultant,technology director,0.9849334931367209,880,1593,0.0,0.0,0.0,0.0
5797,operational risk consultant,technology director,0.9888997202896646,1805,1593,0.0,,0.0,0.0
5798,technology director,technology director,1.0,1593,1593,0.0,0.0,0.0,0.0
5799,business operations analyst,technology director,0.9932308475833367,2180,1593,3.0,2.0,0.0,0.0
5800,crime analyst,technology director,0.9920477756108325,2482,1593,1.0,0.0,0.0,0.0
5801,project manager  senior,technology director,0.9911814307592193,2613,1593,1.0,-0.5,0.0,0.0
5802,staff auditor,technology director,0.9843369200257794,1892,1593,1.0,-0.5,0.0,0.0
5803,hr analyst,technology director,0.990646149312153,1509,1593,0.0,0.0,0.0,0.0
5804,it architect,technology director,0.9912089368436034,2399,1593,0.0,0.0,0.0,0.0
5805,business process analyst,requirements analyst,0.9859546261465666,722,2413,5.0,0.0,0.0,
5806,salesforce administrator,requirements analyst,0.9779477122458393,1333,2413,10.0,-0.5,0.0,
5807,requirements analyst,requirements analyst,1.0,2413,2413,0.0,,0.0,
5808,salesforce administrator,quality lead,0.9815855955123631,1333,445,10.0,-0.5,0.0,0.0
5809,it project manager,quality lead,0.991205160407173,282,445,23.0,-0.28125,0.0,0.0
5810,supply chain planner,quality lead,0.9871273214633987,1364,445,1.0,-0.9,0.0,0.0
5811,regional sales director,quality lead,0.9768186254075667,434,445,3.0,-0.4,0.0,0.0
5812,technical account manager,quality lead,0.9749318622060523,2623,445,15.0,0.25,0.0,0.0
5813,quality lead,quality lead,1.0,445,445,0.0,0.0,0.0,0.0
5814,property underwriter,quality lead,0.9871926731628919,1581,445,0.0,0.0,0.0,0.0
5815,economic development coordinator,quality lead,0.9765065493491794,1049,445,0.0,0.0,0.0,0.0
5816,strategic marketing manager,quality lead,0.9705864998332105,1709,445,0.0,,0.0,0.0
5817,decision support analyst,quality lead,0.9819580100219777,2172,445,0.0,0.0,0.0,0.0
5818,salesforce administrator,supply chain planner,0.9819286502909209,1333,1364,10.0,-0.5,1.0,-0.9
5819,supply chain planner,supply chain planner,1.0,1364,1364,1.0,-0.9,1.0,-0.9
5820,quality lead,supply chain planner,0.9871273214633987,445,1364,0.0,0.0,1.0,-0.9
5821,training consultant,supply chain planner,0.9713606353718421,2318,1364,0.0,0.0,1.0,-0.9
5822,strategic marketing manager,supply chain planner,0.9740990469516797,1709,1364,0.0,,1.0,-0.9
5823,software tester,supply chain planner,0.9668417202952823,2751,1364,10.0,0.1111111111111111,1.0,-0.9
5824,land surveyor,water resource engineer,0.9810126786263342,711,2563,1.0,,0.0,0.0
5825,assistant scientist,water resource engineer,0.9770623897102227,58,2563,0.0,,0.0,0.0
5826,foresters,water resource engineer,0.9723894556240827,2145,2563,0.0,,0.0,0.0
5827,water resource engineer,water resource engineer,1.0,2563,2563,0.0,0.0,0.0,0.0
5828,environmental engineering technicians,water resource engineer,0.9851205178593876,2609,2563,0.0,,0.0,0.0
5829,senior water resources engineer,water resource engineer,0.9910493497185987,2762,2563,1.0,-0.6666666666666666,0.0,0.0
5830,water resource project manager,water resource engineer,0.9910493497185987,2763,2563,0.0,,0.0,0.0
5831,biologists,water resource engineer,0.9660645872485587,90,2563,0.0,,0.0,0.0
5832,geologist,water resource engineer,0.9860411811127345,59,2563,1.0,,0.0,0.0
5833,quality assurance auditor,water resource engineer,0.9860822321130882,442,2563,1.0,0.0,0.0,0.0
5834,land surveyor,civil engineers,0.9897672526252972,711,315,1.0,,0.0,
5835,transportation engineers,civil engineers,0.9775968917234032,1463,315,0.0,,0.0,
5836,water resource engineer,civil engineers,0.9795447611565391,2563,315,0.0,0.0,0.0,
5837,geotechnical engineer,civil engineers,0.9809162217737915,116,315,3.0,-0.5,0.0,
5838,geologist,civil engineers,0.9808431654081424,59,315,1.0,,0.0,
5839,quality assurance auditor,civil engineers,0.9844942481868627,442,315,1.0,0.0,0.0,
5840,physical scientist,civil engineers,0.9745578637086989,721,315,0.0,,0.0,
5841,engineering technician,civil engineers,0.9874831720020685,111,315,1.0,-0.6666666666666666,0.0,
5842,quality manager,civil engineers,0.9752657971345826,298,315,19.0,-0.17391304347826086,0.0,
5843,civil engineers,civil engineers,1.0,315,315,0.0,,0.0,
5844,structural engineer,civil engineers,0.9928804276727996,578,315,12.0,-0.4,0.0,
5845,survey technician,civil engineers,0.9931523998434681,695,315,1.0,-0.8,0.0,
5846,safety engineer,civil engineers,0.9826169778710263,729,315,1.0,0.0,0.0,
5847,quality assurance specialist,civil engineers,0.9724482663656707,787,315,24.0,-0.22580645161290322,0.0,
5848,surveyors,civil engineers,0.9821600788011247,1188,315,0.0,,0.0,
5849,quality supervisor,civil engineers,0.978459012048837,1717,315,5.0,0.6666666666666666,0.0,
5850,bridge engineer,civil engineers,0.9868521538869857,2774,315,2.0,-0.5,0.0,
5851,land surveyor,quality assurance auditor,0.9822531416810668,711,442,1.0,,1.0,0.0
5852,water resource engineer,quality assurance auditor,0.9860822321130882,2563,442,0.0,0.0,1.0,0.0
5853,geologist,quality assurance auditor,0.9772797877384725,59,442,1.0,,1.0,0.0
5854,quality assurance auditor,quality assurance auditor,1.0,442,442,1.0,0.0,1.0,0.0
5855,civil engineers,quality assurance auditor,0.9844942481868627,315,442,0.0,,1.0,0.0
5856,survey technician,quality assurance auditor,0.9820669731136744,695,442,1.0,-0.8,1.0,0.0
5857,surveyors,quality assurance auditor,0.9746308879529326,1188,442,0.0,,1.0,0.0
5858,system safety engineer,quality assurance auditor,0.9755835659960024,2425,442,0.0,,1.0,0.0
5859,peripheral equipment operator,quality assurance auditor,0.9819331811477814,1973,442,0.0,,1.0,0.0
5860,land surveyor,survey technician,0.9879593832001938,711,695,1.0,,1.0,-0.8
5861,quality assurance auditor,survey technician,0.9820669731136744,442,695,1.0,0.0,1.0,-0.8
5862,civil engineers,survey technician,0.9931523998434681,315,695,0.0,,1.0,-0.8
5863,structural engineer,survey technician,0.9902341044106668,578,695,12.0,-0.4,1.0,-0.8
5864,survey technician,survey technician,1.0,695,695,1.0,-0.8,1.0,-0.8
5865,surveyors,survey technician,0.9828902348525683,1188,695,0.0,,1.0,-0.8
5866,bridge engineer,survey technician,0.9795738613174614,2774,695,2.0,-0.5,1.0,-0.8
5867,packaging engineer,survey technician,0.9820341450358973,1060,695,0.0,0.0,1.0,-0.8
5868,instrument designer,survey technician,0.9832750201153322,2185,695,0.0,,1.0,-0.8
5869,land surveyor,surveyors,0.9854177008479963,711,1188,1.0,,0.0,
5870,survey crew chief,surveyors,0.9836364219793767,2730,1188,2.0,1.0,0.0,
5871,civil engineers,surveyors,0.9821600788011247,315,1188,0.0,,0.0,
5872,survey technician,surveyors,0.9828902348525683,695,1188,1.0,-0.8,0.0,
5873,surveyors,surveyors,1.0,1188,1188,0.0,,0.0,
5874,system safety engineer,surveyors,0.9793569096195649,2425,1188,0.0,,0.0,
5875,seo manager,surveyors,0.9772635578582609,514,1188,1.0,-0.75,0.0,
5876,field crew chief,surveyors,0.9828407587225485,2371,1188,0.0,,0.0,
5877,transportation engineers,survey crew chief,0.9776884286622542,1463,2730,0.0,,2.0,1.0
5878,fire,survey crew chief,0.9775000050914988,2308,2730,0.0,,2.0,1.0
5879,survey crew chief,survey crew chief,1.0,2730,2730,2.0,1.0,2.0,1.0
5880,surveyors,survey crew chief,0.9836364219793767,1188,2730,0.0,,2.0,1.0
5881,system safety engineer,survey crew chief,0.9897731518331898,2425,2730,0.0,,2.0,1.0
5882,environmental health safety manager,survey crew chief,0.953461953351062,2712,2730,1.0,,2.0,1.0
5883,seo manager,survey crew chief,0.9692864395337258,514,2730,1.0,-0.75,2.0,1.0
5884,field crew chief,survey crew chief,0.9875364542462277,2371,2730,0.0,,2.0,1.0
5885,transportation engineers,system safety engineer,0.9849436706440514,1463,2425,0.0,,0.0,
5886,fire,system safety engineer,0.9738653069375748,2308,2425,0.0,,0.0,
5887,survey crew chief,system safety engineer,0.9897731518331898,2730,2425,2.0,1.0,0.0,
5888,surveyors,system safety engineer,0.9793569096195649,1188,2425,0.0,,0.0,
5889,system safety engineer,system safety engineer,1.0,2425,2425,0.0,,0.0,
5890,traffic engineer,system safety engineer,0.9734058508340173,1914,2425,0.0,0.0,0.0,
5891,environmental health safety manager,system safety engineer,0.9592568096586083,2712,2425,1.0,,0.0,
5892,seo manager,system safety engineer,0.9683059626095519,514,2425,1.0,-0.75,0.0,
5893,rider,system safety engineer,0.9754084280711581,637,2425,0.0,0.0,0.0,
5894,asset protection manager,system safety engineer,0.9624913705439038,2315,2425,0.0,,0.0,
5895,field crew chief,system safety engineer,0.987315843228695,2371,2425,0.0,,0.0,
5896,all source intelligence analyst,system safety engineer,0.9785429637740496,1557,2425,0.0,,0.0,
5897,manufacturing supervisor,engineering technician,0.9723688456603578,1633,111,0.0,0.0,1.0,-0.6666666666666666
5898,research engineer,engineering technician,0.9747897359925578,1567,111,1.0,-0.8,1.0,-0.6666666666666666
5899,manufacturing specialist,engineering technician,0.9661352025492527,2435,111,0.0,,1.0,-0.6666666666666666
5900,senior project engineer,engineering technician,0.9733966163399799,2489,111,0.0,0.0,1.0,-0.6666666666666666
5901,engineering technician,engineering technician,1.0,111,111,1.0,-0.6666666666666666,1.0,-0.6666666666666666
5902,quality manager,engineering technician,0.9813223985898936,298,111,19.0,-0.17391304347826086,1.0,-0.6666666666666666
5903,civil engineers,engineering technician,0.9874831720020685,315,111,0.0,,1.0,-0.6666666666666666
5904,structural engineer,engineering technician,0.9853710322367539,578,111,12.0,-0.4,1.0,-0.6666666666666666
5905,safety engineer,engineering technician,0.9823747570813257,729,111,1.0,0.0,1.0,-0.6666666666666666
5906,quality assurance specialist,engineering technician,0.981160508898185,787,111,24.0,-0.22580645161290322,1.0,-0.6666666666666666
5907,project engineer,engineering technician,0.9852744173769926,256,111,9.0,-0.7428571428571429,1.0,-0.6666666666666666
5908,distribution field technician,engineering technician,0.963909907630643,487,111,0.0,,1.0,-0.6666666666666666
5909,facilities manager,engineering technician,0.9663097677000374,576,111,7.0,-0.7307692307692307,1.0,-0.6666666666666666
5910,drafter,engineering technician,0.9755228810267605,686,111,2.0,-0.8181818181818182,1.0,-0.6666666666666666
5911,field engineer,engineering technician,0.9871919001507694,963,111,0.0,0.0,1.0,-0.6666666666666666
5912,electrical designer,engineering technician,0.9767257960801257,1635,111,3.0,-0.8125,1.0,-0.6666666666666666
5913,cad operator,engineering technician,0.9731789093120937,1904,111,1.0,-0.6666666666666666,1.0,-0.6666666666666666
5914,cost estimators,engineering technician,0.9735004068810473,2288,111,0.0,,1.0,-0.6666666666666666
5915,electrical foreman,engineering technician,0.9610724270165134,2775,111,1.0,0.0,1.0,-0.6666666666666666
5916,housing quality standard inspector,engineering technician,0.9846790917378443,2808,111,0.0,,1.0,-0.6666666666666666
5917,hqs inspector,engineering technician,0.9846790917378443,2809,111,0.0,,1.0,-0.6666666666666666
5918,manufacturing supervisor,research engineer,0.972421298497108,1633,1567,0.0,0.0,1.0,-0.8
5919,engineering specialist,research engineer,0.9534179086514357,1844,1567,1.0,0.0,1.0,-0.8
5920,electronics engineer,research engineer,0.9842279173295694,782,1567,1.0,-0.6666666666666666,1.0,-0.8
5921,process chemist,research engineer,0.979180994754997,2028,1567,0.0,,1.0,-0.8
5922,research engineer,research engineer,1.0,1567,1567,1.0,-0.8,1.0,-0.8
5923,manufacturing specialist,research engineer,0.9773891119551019,2435,1567,0.0,,1.0,-0.8
5924,senior chemist,research engineer,0.9534685557003798,2806,1567,0.0,,1.0,-0.8
5925,technical services manager,research engineer,0.9520077191936764,2085,1567,4.0,1.0,1.0,-0.8
5926,process development engineer,research engineer,0.957490177555793,1617,1567,0.0,,1.0,-0.8
5927,fire,pc technician,0.9691926242883275,2308,2302,0.0,,0.0,
5928,section supervisor,pc technician,0.9718775251482499,183,2302,0.0,,0.0,
5929,traffic engineer,pc technician,0.9807341655174855,1914,2302,0.0,0.0,0.0,
5930,yard supervisor,pc technician,0.9702315553099912,2707,2302,5.0,1.5,0.0,
5931,ehs engineer,pc technician,0.977595931817886,1575,2302,0.0,,0.0,
5932,boss,pc technician,0.9643882047195703,2748,2302,0.0,,0.0,
5933,systems operator,pc technician,0.9877002723133115,220,2302,1.0,0.0,0.0,
5934,security installation technician,pc technician,0.9784476604101384,1884,2302,0.0,,0.0,
5935,security systems technician,pc technician,0.9784476604101384,1885,2302,6.0,0.0,0.0,
5936,pc technician,pc technician,1.0,2302,2302,0.0,,0.0,
5937,network operations analyst,pc technician,0.9715934245356845,1481,2302,0.0,,0.0,
5938,fire,senior planner,0.9696937312075458,2308,636,0.0,,1.0,-0.9090909090909091
5939,it specialist,senior planner,0.9790017381452671,259,636,4.0,-0.7777777777777778,1.0,-0.9090909090909091
5940,land manager,senior planner,0.9734893727239406,1735,636,0.0,,1.0,-0.9090909090909091
5941,transportation systems specialist,senior planner,0.9743542667014526,2408,636,0.0,0.0,1.0,-0.9090909090909091
5942,development technician,senior planner,0.9516374174490578,937,636,0.0,0.0,1.0,-0.9090909090909091
5943,information systems security officer,senior planner,0.9771904248683665,888,636,0.0,,1.0,-0.9090909090909091
5944,asset protection manager,senior planner,0.970438011899883,2315,636,0.0,,1.0,-0.9090909090909091
5945,senior planner,senior planner,1.0,636,636,1.0,-0.9090909090909091,1.0,-0.9090909090909091
5946,intelligence analysts,senior planner,0.9822869921611417,750,636,0.0,,1.0,-0.9090909090909091
5947,cyber security analyst,senior planner,0.9857843515837671,1108,636,4.0,0.0,1.0,-0.9090909090909091
5948,all source intelligence analyst,senior planner,0.9834316030071789,1557,636,0.0,,1.0,-0.9090909090909091
5949,fire,field crew chief,0.9703390655210513,2308,2371,0.0,,0.0,
5950,survey crew chief,field crew chief,0.9875364542462277,2730,2371,2.0,1.0,0.0,
5951,surveyors,field crew chief,0.9828407587225485,1188,2371,0.0,,0.0,
5952,system safety engineer,field crew chief,0.987315843228695,2425,2371,0.0,,0.0,
5953,traffic engineer,field crew chief,0.978009407277343,1914,2371,0.0,0.0,0.0,
5954,roadway engineer,field crew chief,0.9819487416525352,2262,2371,0.0,,0.0,
5955,seo manager,field crew chief,0.9709996980740894,514,2371,1.0,-0.75,0.0,
5956,field crew chief,field crew chief,1.0,2371,2371,0.0,,0.0,
5957,building official,field crew chief,0.9694592135682258,835,2371,0.0,0.0,0.0,
5958,process safety engineer,field crew chief,0.9689118492060115,1317,2371,0.0,0.0,0.0,
5959,field inspector,field crew chief,0.9641345604170186,2014,2371,0.0,,0.0,
5960,environmental engineers,field crew chief,0.9602089960501723,2862,2371,0.0,,0.0,
5961,survey crew chief,seo manager,0.9692864395337258,2730,514,2.0,1.0,1.0,-0.75
5962,surveyors,seo manager,0.9772635578582609,1188,514,0.0,,1.0,-0.75
5963,seo manager,seo manager,1.0,514,514,1.0,-0.75,1.0,-0.75
5964,traffic operator,seo manager,0.9614515046485168,2232,514,0.0,,1.0,-0.75
5965,field crew chief,seo manager,0.9709996980740894,2371,514,0.0,,1.0,-0.75
5966,survey crew chief,all source intelligence analyst,0.973322727236856,2730,1557,2.0,1.0,0.0,
5967,land manager,all source intelligence analyst,0.972204885973007,1735,1557,0.0,,0.0,
5968,system safety engineer,all source intelligence analyst,0.9785429637740496,2425,1557,0.0,,0.0,
5969,senior planner,all source intelligence analyst,0.9834316030071789,636,1557,1.0,-0.9090909090909091,0.0,
5970,cyber security analyst,all source intelligence analyst,0.9868214404037943,1108,1557,4.0,0.0,0.0,
5971,all source intelligence analyst,all source intelligence analyst,1.0,1557,1557,0.0,,0.0,
5972,information security analysts,all source intelligence analyst,0.9853389928467904,1610,1557,0.0,0.0,0.0,
5973,management,associate director,0.9947316636437568,4,88,2.0,-0.9047619047619048,4.0,0.3333333333333333
5974,manager,associate director,0.9890712334701135,64,88,155.0,1.0945945945945945,4.0,0.3333333333333333
5975,manager,associate director,0.9890712334701135,64,88,155.0,1.0945945945945945,4.0,0.3333333333333333
5976,associate director,associate director,1.0,88,88,4.0,0.3333333333333333,4.0,0.3333333333333333
5977,quality specialist,associate director,0.9800826213244803,101,88,9.0,-0.25,4.0,0.3333333333333333
5978,director,associate director,0.9951670760644382,122,88,16.0,0.45454545454545453,4.0,0.3333333333333333
5979,director of operations,associate director,0.9928670747717059,221,88,5.0,-0.7058823529411765,4.0,0.3333333333333333
5980,development director,associate director,0.9916530507832751,1961,88,0.0,,4.0,0.3333333333333333
5981,director of research,associate director,0.9820689043602677,72,88,0.0,,4.0,0.3333333333333333
5982,research analyst,associate director,0.9818544425110312,340,88,7.0,-0.78125,4.0,0.3333333333333333
5983,regional sales director,associate director,0.9766890366970811,434,88,3.0,-0.4,4.0,0.3333333333333333
5984,business manager,associate director,0.9881738715404595,496,88,14.0,-0.17647058823529413,4.0,0.3333333333333333
5985,communications manager,associate director,0.9777704063134856,650,88,4.0,-0.75,4.0,0.3333333333333333
5986,proposal specialist,associate director,0.9868297877998535,833,88,2.0,-0.9,4.0,0.3333333333333333
5987,director design,associate director,0.9776112220167461,887,88,0.0,,4.0,0.3333333333333333
5988,compliance coordinator,associate director,0.9857833528728381,1099,88,0.0,0.0,4.0,0.3333333333333333
5989,research specialist,associate director,0.9845097350102961,1173,88,0.0,0.0,4.0,0.3333333333333333
5990,researcher,associate director,0.985711762278292,1352,88,1.0,-0.5,4.0,0.3333333333333333
5991,director of development,associate director,0.9895984857037197,1878,88,0.0,0.0,4.0,0.3333333333333333
5992,audit manager,associate director,0.9886307638196234,2280,88,3.0,-0.5,4.0,0.3333333333333333
5993,contract manager,chief financial officer,0.9835756894618746,1030,48,155.0,1.0945945945945945,18.0,1.0
5994,contract manager,chief financial officer,0.9835756894618746,1030,48,155.0,1.0945945945945945,18.0,1.0
5995,client manager,chief financial officer,0.9897680502123367,1019,48,3.0,-0.5714285714285714,18.0,1.0
5996,assurance manager,chief financial officer,0.9932439307460461,2512,48,2.0,1.0,18.0,1.0
5997,senior advisory,chief financial officer,0.9932439307460461,2514,48,0.0,,18.0,1.0
5998,senior consultant,chief financial officer,0.9899706543826243,239,48,5.0,-0.4444444444444444,18.0,1.0
5999,audit manager,chief financial officer,0.9891482147157975,2280,48,3.0,-0.5,18.0,1.0
6000,auditors,chief financial officer,0.9885860801841626,570,48,0.0,,18.0,1.0
6001,hr director,chief financial officer,0.9882432116194076,2582,48,0.0,0.0,18.0,1.0
6002,chief financial officer,chief financial officer,1.0,48,48,18.0,1.0,18.0,1.0
6003,commercial lines underwriter,chief financial officer,0.9820895293042984,2526,48,0.0,0.0,18.0,1.0
6004,vice chancellor,chief financial officer,0.9887206531537941,765,48,0.0,,18.0,1.0
6005,risk manager,chief financial officer,0.9905515413044887,623,48,1.0,-0.8571428571428571,18.0,1.0
6006,chief executive officer,chief financial officer,0.9900492248572843,2494,48,11.0,1.75,18.0,1.0
6007,benefits analyst,chief financial officer,0.9851644817560414,283,48,1.0,-0.8333333333333334,18.0,1.0
6008,real estate manager,chief financial officer,0.990926343322204,1745,48,0.0,0.0,18.0,1.0
6009,contract manager,chief executive officer,0.986082172769055,1030,2494,155.0,1.0945945945945945,11.0,1.75
6010,contract manager,chief executive officer,0.986082172769055,1030,2494,155.0,1.0945945945945945,11.0,1.75
6011,environmental programs specialist,chief executive officer,0.9780197320713793,1611,2494,0.0,,11.0,1.75
6012,chief financial officer,chief executive officer,0.9900492248572843,48,2494,18.0,1.0,11.0,1.75
6013,insurance coordinator,chief executive officer,0.986500152926514,2631,2494,0.0,0.0,11.0,1.75
6014,chairperson,chief executive officer,0.9815820259628283,878,2494,0.0,,11.0,1.75
6015,apprenticeship training representative,chief executive officer,0.9815484439294075,1417,2494,0.0,,11.0,1.75
6016,director of compliance,chief executive officer,0.984709474842858,1529,2494,0.0,,11.0,1.75
6017,policy advisor,chief executive officer,0.9830154144879006,2273,2494,1.0,0.0,11.0,1.75
6018,chief executive officer,chief executive officer,1.0,2494,2494,11.0,1.75,11.0,1.75
6019,counsel,chief executive officer,0.9861557500223364,867,2494,5.0,0.6666666666666666,11.0,1.75
6020,compliance officers,chief executive officer,0.9829106318514083,1816,2494,0.0,,11.0,1.75
6021,chief compliance officer,chief executive officer,0.9766090683454144,2522,2494,1.0,0.0,11.0,1.75
6022,legal compliance officer,chief executive officer,0.9766090683454144,2523,2494,0.0,,11.0,1.75
6023,contract manager,benefits analyst,0.9902663785786565,1030,283,155.0,1.0945945945945945,1.0,-0.8333333333333334
6024,contract manager,benefits analyst,0.9902663785786565,1030,283,155.0,1.0945945945945945,1.0,-0.8333333333333334
6025,appraiser,benefits analyst,0.9849759136884788,2300,283,0.0,0.0,1.0,-0.8333333333333334
6026,chief executive officer,benefits analyst,0.9838626157376957,2494,283,11.0,1.75,1.0,-0.8333333333333334
6027,benefits analyst,benefits analyst,1.0,283,283,1.0,-0.8333333333333334,1.0,-0.8333333333333334
6028,real estate manager,benefits analyst,0.9862889727977335,1745,283,0.0,0.0,1.0,-0.8333333333333334
6029,client relationship manager,benefits analyst,0.9853057521667707,2688,283,2.0,-0.7777777777777778,1.0,-0.8333333333333334
6030,counsel,benefits analyst,0.985212931593011,867,283,5.0,0.6666666666666666,1.0,-0.8333333333333334
6031,chief compliance officer,benefits analyst,0.9740928299921929,2522,283,1.0,0.0,1.0,-0.8333333333333334
6032,legal compliance officer,benefits analyst,0.9740928299921929,2523,283,0.0,,1.0,-0.8333333333333334
6033,claims specialist,benefits analyst,0.9732508426054107,157,283,0.0,0.0,1.0,-0.8333333333333334
6034,accountants and auditors,benefits analyst,0.9708594868561582,2188,283,0.0,,1.0,-0.8333333333333334
6035,contract manager,finance associate,0.9843706343794909,1030,737,155.0,1.0945945945945945,0.0,0.0
6036,contract manager,finance associate,0.9843706343794909,1030,737,155.0,1.0945945945945945,0.0,0.0
6037,contract analyst,finance associate,0.9878016355650592,1890,737,36.0,0.125,0.0,0.0
6038,contract analyst,finance associate,0.9878016355650592,1890,737,36.0,0.125,0.0,0.0
6039,market analyst,finance associate,0.9923335145659866,188,737,3.0,2.0,0.0,0.0
6040,asset manager,finance associate,0.9923120537506613,621,737,0.0,0.0,0.0,0.0
6041,structurer,finance associate,0.9861980411678648,629,737,0.0,,0.0,0.0
6042,finance associate,finance associate,1.0,737,737,0.0,0.0,0.0,0.0
6043,audit associate,finance associate,0.9940005950296322,2831,737,0.0,,0.0,0.0
6044,portfolio manager,finance associate,0.9899188625672118,1608,737,5.0,-0.2857142857142857,0.0,0.0
6045,risk manager,finance associate,0.9904270403151512,623,737,1.0,-0.8571428571428571,0.0,0.0
6046,contract analyst,management analysts,0.9867793165776075,1890,25,36.0,0.125,0.0,
6047,contract analyst,management analysts,0.9867793165776075,1890,25,36.0,0.125,0.0,
6048,investment analyst,management analysts,0.9940492825574747,3,25,4.0,-0.3333333333333333,0.0,
6049,financial analysts,management analysts,0.9969996412140898,21,25,0.0,,0.0,
6050,management analysts,management analysts,1.0,25,25,0.0,,0.0,
6051,structurer,management analysts,0.9869488321147202,629,25,0.0,,0.0,
6052,finance associate,management analysts,0.9890148911491722,737,25,0.0,0.0,0.0,
6053,finance consultant,management analysts,0.9922242076946047,972,25,0.0,,0.0,
6054,strategic accounts manager,management analysts,0.9834690435569504,1314,25,1.0,,0.0,
6055,banking analyst,management analysts,0.9933431805533037,1344,25,0.0,0.0,0.0,
6056,financial managers,management analysts,0.9956597650775194,1493,25,0.0,,0.0,
6057,tax associate,management analysts,0.9910231719593448,1558,25,0.0,0.0,0.0,
6058,securities analyst,management analysts,0.9848103517062727,2310,25,0.0,,0.0,
6059,assurance manager,management analysts,0.9906189025325733,2512,25,2.0,1.0,0.0,
6060,senior advisory,management analysts,0.9906189025325733,2514,25,0.0,,0.0,
6061,reporting analyst,management analysts,0.9954844661361286,1206,25,2.0,-0.9090909090909091,0.0,
6062,management consultant,management analysts,0.9926182839829928,238,25,3.0,-0.625,0.0,
6063,vice president,management analysts,0.9931901510513765,49,25,4.0,-0.5,0.0,
6064,compensation analyst,management analysts,0.9943717723803851,495,25,1.0,-0.8,0.0,
6065,internal auditor,management analysts,0.9946547290218128,980,25,0.0,0.0,0.0,
6066,financial accountant,management analysts,0.9820727195843963,1358,25,3.0,-0.8,0.0,
6067,budget analysts,management analysts,0.9946911968309258,1480,25,0.0,,0.0,
6068,control analyst,management analysts,0.9885739189336604,1534,25,0.0,0.0,0.0,
6069,financier,management analysts,0.9778314495077143,2006,25,0.0,,0.0,
6070,technology consultant,management analysts,0.9858820101296413,2069,25,5.0,-0.5454545454545454,0.0,
6071,analyst,vice president,0.9910684680313504,176,49,36.0,0.125,4.0,-0.5
6072,analyst,vice president,0.9910684680313504,176,49,36.0,0.125,4.0,-0.5
6073,financial analysts,vice president,0.9942261861481088,21,49,0.0,,4.0,-0.5
6074,management analysts,vice president,0.9931901510513765,25,49,0.0,,4.0,-0.5
6075,tax associate,vice president,0.9888461798452113,1558,49,0.0,0.0,4.0,-0.5
6076,finance director,vice president,0.9879442737247951,1715,49,1.0,-0.75,4.0,-0.5
6077,securities analyst,vice president,0.9848737910341155,2310,49,0.0,,4.0,-0.5
6078,vice president,vice president,1.0,49,49,4.0,-0.5,4.0,-0.5
6079,budget analysts,vice president,0.9929250791895989,1480,49,0.0,,4.0,-0.5
6080,control analyst,vice president,0.9903570034680176,1534,49,0.0,0.0,4.0,-0.5
6081,consultant,vice president,0.9890667438185332,13,49,6.0,-0.7142857142857143,4.0,-0.5
6082,it auditor,vice president,0.9860457993457026,14,49,0.0,0.0,4.0,-0.5
6083,operations analyst,vice president,0.9898536240268998,42,49,6.0,-0.7857142857142857,4.0,-0.5
6084,proposal specialist,vice president,0.9880594365834336,833,49,2.0,-0.9,4.0,-0.5
6085,director of development,vice president,0.9936269641347611,1878,49,0.0,0.0,4.0,-0.5
6086,banking manager,vice president,0.9879209798999182,1146,49,0.0,,4.0,-0.5
6087,operations vice president,vice president,0.9903743651223043,40,49,0.0,,4.0,-0.5
6088,talent acquisition manager,vice president,0.9948065588755333,1262,49,2.0,-0.6666666666666666,4.0,-0.5
6089,product development manager,vice president,0.9925687877571621,2031,49,0.0,0.0,4.0,-0.5
6090,college president,vice president,0.9898371731703937,2328,49,0.0,,4.0,-0.5
6091,college recruiter,vice president,0.9898371731703937,2329,49,0.0,,4.0,-0.5
6092,hr director,vice president,0.983313194270842,2582,49,0.0,0.0,4.0,-0.5
6093,e commerce strategist,vice president,0.9872701831891715,2636,49,0.0,,4.0,-0.5
6094,account director,vice president,0.9836946634005728,2898,49,0.0,0.0,4.0,-0.5
6095,contract analyst,compensation analyst,0.9922028733064323,1890,495,36.0,0.125,1.0,-0.8
6096,contract analyst,compensation analyst,0.9922028733064323,1890,495,36.0,0.125,1.0,-0.8
6097,financial analysts,compensation analyst,0.9924575129540905,21,495,0.0,,1.0,-0.8
6098,management analysts,compensation analyst,0.9943717723803851,25,495,0.0,,1.0,-0.8
6099,tax associate,compensation analyst,0.9905692190021629,1558,495,0.0,0.0,1.0,-0.8
6100,management consultant,compensation analyst,0.9911845994560367,238,495,3.0,-0.625,1.0,-0.8
6101,compensation analyst,compensation analyst,1.0,495,495,1.0,-0.8,1.0,-0.8
6102,internal auditor,compensation analyst,0.9974309027624837,980,495,0.0,0.0,1.0,-0.8
6103,financial accountant,compensation analyst,0.9822478155850279,1358,495,3.0,-0.8,1.0,-0.8
